City,Area,Bedrooms,Price
Jaipur,1483.0,1.0,59.39
Lucknow,1628.0,5.0,75.13
Mumbai,1359.0,1.0,95.64
Ahmedabad,890.0,4.0,77.33
Chennai,1372.0,5.0,107.88
Jaipur,1560.0,,
Bangalore,409.0,5.0,101.09
Pune,1491.0,1.0,90.46
Pune,1631.0,2.0,86.16
Hyderabad,1672.0,2.0,83.97
Chennai,1482.0,3.0,90.26
Mumbai,1131.0,3.0,108.8
Ahmedabad,1273.0,,
Ahmedabad,,1.0,
Chennai,1720.0,4.0,106.08
Hyderabad,1616.0,4.0,95.52
Hyderabad,1166.0,3.0,80.35
Mumbai,1538.0,4.0,114.8
Hyderabad,1548.0,2.0,72.41
Bangalore,861.0,1.0,83.74
Hyderabad,2114.0,4.0,98.59
Pune,964.0,5.0,97.73
Kolkata,451.0,2.0,78.72
Delhi,1460.0,2.0,85.66
Pune,1434.0,3.0,95.7
Pune,1142.0,2.0,83.71
Lucknow,1384.0,2.0,53.19
Lucknow,986.0,2.0,55.47
Chennai,617.0,1.0,70.49
Lucknow,1690.0,3.0,67.46
Chennai,1422.0,1.0,83.44
Pune,1151.0,4.0,92.58
Delhi,1998.0,5.0,103.13
Mumbai,1182.0,2.0,99.48
Mumbai,1537.0,1.0,96.67
Kolkata,908.0,3.0,80.25
Jaipur,417.0,3.0,67.38
Mumbai,1545.0,1.0,93.07
Jaipur,,3.0,
Hyderabad,2065.0,2.0,87.91
Ahmedabad,850.0,4.0,85.78
Pune,629.0,3.0,86.77
Delhi,1054.0,2.0,84.35
Chennai,1521.0,5.0,96.34
Jaipur,424.0,2.0,58.75
Kolkata,1331.0,4.0,78.25
Mumbai,1115.0,2.0,101.05
Bangalore,1140.0,2.0,95.19
Mumbai,949.0,1.0,90.78
Lucknow,,2.0,
Pune,662.0,4.0,93.42
Lucknow,1679.0,4.0,69.87
Mumbai,1493.0,,
Bangalore,1108.0,3.0,94.44
Lucknow,1916.0,2.0,71.65
Delhi,544.0,2.0,81.64
Lucknow,1699.0,2.0,68.26
Bangalore,859.0,3.0,97.0
Lucknow,1116.0,2.0,62.33
Jaipur,1424.0,2.0,68.25
Hyderabad,1718.0,4.0,98.3
Chennai,917.0,3.0,86.58
Mumbai,1528.0,2.0,105.01
Jaipur,1124.0,,
Chennai,958.0,4.0,97.21
Hyderabad,642.0,5.0,90.34
Jaipur,1148.0,2.0,60.7
Kolkata,787.0,5.0,81.3
Jaipur,811.0,2.0,64.74
Delhi,1105.0,4.0,98.67
Bangalore,1204.0,3.0,92.7
Mumbai,1080.0,,
Pune,1327.0,3.0,91.25
Chennai,1974.0,2.0,86.83
Lucknow,1031.0,1.0,57.07
Mumbai,942.0,3.0,104.47
Pune,925.0,1.0,77.37
Hyderabad,185.0,2.0,75.49
Jaipur,1046.0,2.0,59.59
Pune,,2.0,
Kolkata,1327.0,,
Mumbai,1138.0,4.0,111.94
Mumbai,1510.0,4.0,108.77
Mumbai,1128.0,5.0,118.46
Bangalore,1795.0,3.0,98.03
Hyderabad,1249.0,4.0,85.28
Bangalore,1859.0,3.0,109.63
Mumbai,1405.0,4.0,118.02
Kolkata,1511.0,1.0,79.12
Lucknow,1239.0,5.0,73.42
Kolkata,1687.0,2.0,79.42
Chennai,,3.0,
Hyderabad,1514.0,3.0,84.88
Jaipur,1227.0,3.0,75.27
Mumbai,1689.0,3.0,116.68
Pune,1111.0,3.0,81.18
Lucknow,1866.0,3.0,66.39
Jaipur,1097.0,3.0,80.98
Ahmedabad,1270.0,1.0,64.96
Kolkata,1647.0,3.0,86.02
Lucknow,482.0,3.0,62.64
Ahmedabad,1425.0,3.0,68.16
Bangalore,1363.0,1.0,81.6
Ahmedabad,,2.0,
Jaipur,1170.0,4.0,72.4
Hyderabad,961.0,2.0,84.94
Kolkata,915.0,2.0,76.99
Lucknow,1134.0,1.0,58.71
Ahmedabad,901.0,,
Kolkata,1504.0,2.0,88.3
Lucknow,1012.0,4.0,72.36
Lucknow,1619.0,1.0,61.66
Jaipur,921.0,5.0,83.88
Kolkata,784.0,3.0,78.19
Jaipur,1212.0,3.0,80.17
Ahmedabad,836.0,4.0,74.97
Chennai,1245.0,2.0,74.3
Hyderabad,984.0,2.0,74.23
Chennai,795.0,4.0,88.87
Delhi,800.0,4.0,96.92
Mumbai,1769.0,4.0,124.96
Chennai,1580.0,1.0,85.49
Bangalore,775.0,3.0,93.14
Hyderabad,982.0,2.0,79.41
Mumbai,1894.0,4.0,124.13
Ahmedabad,1288.0,2.0,69.39
Jaipur,1162.0,4.0,85.04
Bangalore,1342.0,2.0,87.02
Mumbai,1405.0,2.0,111.57
Mumbai,1295.0,,
Lucknow,978.0,1.0,56.85
Delhi,504.0,2.0,81.85
Jaipur,1291.0,1.0,65.86
Ahmedabad,560.0,3.0,66.13
Kolkata,1104.0,3.0,89.35
Chennai,1037.0,4.0,82.91
Hyderabad,1010.0,1.0,73.83
Delhi,1469.0,2.0,86.49
Lucknow,1214.0,1.0,54.38
Lucknow,1489.0,3.0,74.02
Mumbai,581.0,,
Pune,1602.0,2.0,87.24
Chennai,1667.0,4.0,99.12
Delhi,1279.0,4.0,96.62
Mumbai,2074.0,2.0,110.31
Delhi,1570.0,1.0,79.66
Bangalore,1286.0,3.0,95.48
Jaipur,1872.0,3.0,89.85
Hyderabad,1333.0,2.0,90.27
Chennai,930.0,2.0,73.59
Lucknow,1624.0,1.0,62.84
Pune,1905.0,,
Ahmedabad,686.0,,
Kolkata,1114.0,,
Jaipur,1096.0,3.0,69.72
Chennai,789.0,2.0,77.64
Bangalore,1187.0,3.0,96.05
Chennai,987.0,4.0,91.73
Ahmedabad,1468.0,,
Hyderabad,1497.0,1.0,85.14
Hyderabad,1355.0,2.0,86.18
Delhi,1384.0,1.0,86.67
Mumbai,1901.0,1.0,101.36
Hyderabad,2106.0,4.0,99.02
Pune,1543.0,4.0,101.51
Kolkata,1097.0,3.0,82.46
Bangalore,1411.0,3.0,101.29
Ahmedabad,1312.0,3.0,72.71
Lucknow,1573.0,1.0,59.56
Hyderabad,946.0,1.0,72.0
Lucknow,1598.0,3.0,75.48
Hyderabad,1332.0,1.0,69.88
Pune,1266.0,4.0,95.95
Lucknow,1282.0,3.0,70.62
Mumbai,1839.0,1.0,94.45
Bangalore,2394.0,3.0,113.33
Kolkata,1347.0,3.0,84.84
Pune,1007.0,2.0,74.66
Mumbai,,4.0,
Kolkata,1423.0,2.0,78.36
Mumbai,,2.0,
Mumbai,1367.0,3.0,113.98
Mumbai,1229.0,3.0,109.26
Delhi,1839.0,2.0,95.71
Kolkata,1192.0,1.0,70.08
Mumbai,1621.0,2.0,104.05
Jaipur,695.0,2.0,60.73
Jaipur,1073.0,4.0,79.34
Hyderabad,1417.0,4.0,90.42
Bangalore,1287.0,3.0,98.46
Lucknow,1786.0,,
Hyderabad,1407.0,3.0,91.01
Delhi,1829.0,3.0,99.59
Jaipur,1494.0,2.0,67.78
Kolkata,973.0,3.0,72.46
Bangalore,1223.0,3.0,104.01
Bangalore,1248.0,2.0,92.12
Lucknow,1810.0,3.0,73.14
Kolkata,,4.0,
Ahmedabad,1245.0,3.0,74.19
Lucknow,,1.0,
Bangalore,1348.0,3.0,99.84
Delhi,1560.0,3.0,98.41
Pune,1580.0,2.0,83.27
Pune,1174.0,2.0,85.26
Jaipur,499.0,3.0,66.03
Bangalore,1410.0,3.0,104.58
Delhi,1340.0,4.0,103.53
Lucknow,1361.0,3.0,64.37
Delhi,1302.0,1.0,85.82
Chennai,1422.0,2.0,89.74
Lucknow,493.0,1.0,52.59
Mumbai,1358.0,3.0,98.35
Lucknow,902.0,2.0,56.71
Jaipur,1773.0,1.0,64.54
Pune,1349.0,1.0,83.58
Lucknow,1010.0,1.0,45.69
Mumbai,827.0,2.0,107.69
Chennai,957.0,3.0,87.72
Delhi,1043.0,2.0,87.0
Kolkata,1316.0,2.0,74.1
Pune,822.0,4.0,84.81
Delhi,1396.0,2.0,92.83
Chennai,1701.0,3.0,88.04
Kolkata,1741.0,1.0,60.11
Bangalore,1146.0,1.0,84.25
Hyderabad,1288.0,3.0,76.1
Jaipur,1035.0,2.0,65.12
Delhi,817.0,1.0,81.55
Ahmedabad,1084.0,2.0,65.82
Kolkata,577.0,1.0,72.83
Bangalore,509.0,3.0,94.24
Ahmedabad,1421.0,1.0,62.83
Hyderabad,1401.0,1.0,74.33
Hyderabad,1787.0,2.0,88.53
Pune,1874.0,3.0,94.19
Ahmedabad,1372.0,3.0,74.22
Pune,922.0,1.0,75.28
Pune,921.0,2.0,70.88
Pune,883.0,2.0,80.22
Pune,1400.0,3.0,100.77
Bangalore,999.0,2.0,88.93
Jaipur,737.0,3.0,75.14
Lucknow,1468.0,2.0,64.53
Bangalore,1644.0,3.0,104.75
Chennai,1001.0,2.0,77.38
Pune,1286.0,2.0,91.53
Kolkata,1884.0,1.0,79.94
Kolkata,1673.0,2.0,72.55
Ahmedabad,930.0,,
Ahmedabad,1921.0,4.0,86.77
Chennai,1587.0,4.0,90.97
Bangalore,1950.0,2.0,95.03
Kolkata,1227.0,1.0,77.47
Mumbai,958.0,2.0,104.58
Mumbai,1284.0,3.0,104.05
Lucknow,735.0,4.0,65.49
Mumbai,1631.0,3.0,105.06
Delhi,1078.0,3.0,83.22
Pune,1456.0,2.0,93.43
Chennai,2165.0,2.0,99.11
Ahmedabad,1104.0,1.0,64.77
Delhi,1299.0,3.0,88.15
Jaipur,1113.0,3.0,75.61
Pune,,3.0,
Kolkata,1206.0,4.0,86.19
Pune,1699.0,4.0,99.69
Ahmedabad,1655.0,2.0,75.88
Hyderabad,1209.0,1.0,75.13
Hyderabad,1348.0,2.0,80.36
Delhi,1166.0,2.0,89.91
Bangalore,1866.0,3.0,100.22
Kolkata,278.0,1.0,57.95
Ahmedabad,986.0,4.0,70.57
Ahmedabad,1470.0,5.0,82.52
Ahmedabad,1637.0,1.0,73.08
Mumbai,1807.0,2.0,112.84
Ahmedabad,1300.0,4.0,81.74
Hyderabad,1063.0,2.0,79.99
Jaipur,,3.0,
Chennai,1687.0,3.0,88.52
Pune,1054.0,2.0,77.09
Chennai,1275.0,1.0,74.87
Hyderabad,1180.0,3.0,86.25
Hyderabad,1798.0,3.0,97.14
Jaipur,835.0,3.0,68.1
Lucknow,290.0,2.0,44.79
Delhi,,3.0,
Mumbai,1548.0,3.0,115.53
Bangalore,1095.0,2.0,81.7
Ahmedabad,565.0,3.0,71.42
Ahmedabad,1559.0,2.0,68.96
Jaipur,1122.0,2.0,71.22
Lucknow,1390.0,3.0,65.52
Ahmedabad,1182.0,4.0,83.49
Mumbai,415.0,2.0,96.27
Delhi,1429.0,2.0,83.59
Mumbai,1527.0,2.0,109.47
Lucknow,1222.0,3.0,63.81
Hyderabad,849.0,2.0,83.32
Mumbai,2035.0,3.0,119.1
Chennai,1456.0,1.0,83.4
Mumbai,753.0,2.0,103.09
Hyderabad,2220.0,2.0,89.3
Ahmedabad,1055.0,3.0,76.43
Pune,1832.0,1.0,85.13
Pune,1562.0,2.0,87.88
Pune,1442.0,3.0,88.62
Ahmedabad,1856.0,1.0,65.19
Jaipur,570.0,1.0,54.96
Delhi,1529.0,3.0,93.65
Delhi,1164.0,3.0,98.01
Ahmedabad,2262.0,1.0,73.4
Mumbai,,1.0,
Bangalore,1424.0,2.0,94.89
Delhi,1453.0,4.0,94.05
Chennai,1060.0,3.0,78.28
Chennai,1196.0,4.0,91.14
Kolkata,1114.0,,
Chennai,911.0,5.0,94.74
Delhi,927.0,,
Bangalore,1235.0,1.0,80.1
Hyderabad,1570.0,1.0,79.27
Pune,1037.0,2.0,85.59
Mumbai,364.0,2.0,94.29
Hyderabad,1262.0,3.0,84.79
Bangalore,1413.0,1.0,90.8
Jaipur,1202.0,4.0,81.23
Pune,1317.0,3.0,89.84
Kolkata,1668.0,3.0,85.95
Jaipur,1272.0,2.0,63.18
Delhi,1626.0,2.0,95.53
Bangalore,1424.0,3.0,90.65
Pune,923.0,3.0,83.82
Kolkata,1746.0,2.0,81.92
Mumbai,760.0,3.0,97.93
Mumbai,463.0,3.0,92.43
Ahmedabad,,3.0,
Delhi,1539.0,2.0,88.19
Chennai,,2.0,
Bangalore,816.0,1.0,77.75
Kolkata,1358.0,2.0,82.19
Kolkata,635.0,3.0,70.24
Chennai,1439.0,1.0,78.12
Chennai,1335.0,2.0,90.95
Jaipur,1517.0,4.0,87.25
Pune,1615.0,3.0,89.88
Jaipur,1513.0,3.0,81.69
Lucknow,767.0,2.0,56.25
Lucknow,1096.0,2.0,54.41
Delhi,844.0,3.0,86.75
Ahmedabad,283.0,4.0,68.03
Bangalore,1597.0,5.0,119.34
Kolkata,1554.0,4.0,82.18
Pune,929.0,1.0,72.86
Mumbai,986.0,2.0,100.84
Mumbai,1286.0,3.0,116.26
Hyderabad,1080.0,2.0,86.36
Chennai,1740.0,2.0,84.64
Delhi,1145.0,3.0,90.77
Hyderabad,962.0,4.0,85.03
Hyderabad,1472.0,3.0,92.83
Ahmedabad,936.0,2.0,72.74
Bangalore,1582.0,2.0,95.44
Kolkata,1276.0,2.0,78.86
Pune,1664.0,3.0,84.04
Mumbai,1699.0,2.0,106.12
Mumbai,778.0,1.0,94.13
Mumbai,1326.0,4.0,120.15
Lucknow,1281.0,1.0,53.74
Bangalore,1254.0,5.0,96.23
Delhi,1763.0,4.0,103.69
Mumbai,1293.0,5.0,118.61
Ahmedabad,745.0,4.0,70.6
Mumbai,1116.0,1.0,93.48
Delhi,1019.0,2.0,88.4
Lucknow,1135.0,4.0,60.65
Ahmedabad,1294.0,1.0,72.04
Hyderabad,1020.0,2.0,76.45
Delhi,1544.0,2.0,90.94
Hyderabad,1907.0,2.0,90.03
Chennai,1370.0,4.0,94.66
Jaipur,1615.0,2.0,68.64
Mumbai,902.0,2.0,104.25
Delhi,1642.0,2.0,91.91
Jaipur,1848.0,2.0,68.55
Pune,1789.0,3.0,99.98
Ahmedabad,1066.0,5.0,72.03
Bangalore,1795.0,3.0,103.57
Chennai,2004.0,2.0,95.52
Pune,1075.0,3.0,90.13
Pune,1580.0,5.0,105.01
Chennai,1069.0,3.0,81.67
Hyderabad,757.0,1.0,67.03
Delhi,1214.0,4.0,98.61
Kolkata,1075.0,3.0,83.96
Mumbai,1245.0,2.0,109.87
Ahmedabad,266.0,2.0,58.94
Lucknow,,1.0,
Delhi,1207.0,5.0,95.99
Mumbai,1600.0,1.0,105.06
Delhi,1116.0,3.0,93.85
Pune,1993.0,2.0,85.44
Kolkata,1125.0,1.0,72.94
Lucknow,1345.0,2.0,61.66
Delhi,907.0,1.0,81.01
Mumbai,1338.0,4.0,109.01
Lucknow,1407.0,3.0,68.63
Lucknow,1073.0,2.0,58.78
Bangalore,1603.0,4.0,103.87
Ahmedabad,1075.0,3.0,69.16
Pune,1753.0,3.0,98.13
Bangalore,751.0,4.0,107.65
Mumbai,1273.0,3.0,108.43
Mumbai,2351.0,3.0,128.48
Hyderabad,342.0,3.0,79.52
Delhi,1681.0,2.0,86.94
Delhi,1426.0,1.0,87.12
Hyderabad,1177.0,3.0,84.34
Jaipur,1739.0,2.0,76.24
Chennai,1471.0,1.0,77.47
Delhi,1181.0,2.0,91.6
Chennai,1005.0,3.0,79.49
Delhi,1130.0,3.0,92.25
Ahmedabad,1201.0,4.0,78.6
Jaipur,1229.0,3.0,75.14
Kolkata,981.0,2.0,72.92
Jaipur,1359.0,2.0,60.33
Mumbai,1039.0,3.0,100.63
Hyderabad,1354.0,2.0,79.77
Mumbai,2064.0,4.0,116.38
Kolkata,1641.0,4.0,94.42
Bangalore,1284.0,2.0,93.47
Mumbai,827.0,2.0,91.83
Mumbai,1356.0,4.0,113.19
Mumbai,2014.0,2.0,105.93
Lucknow,896.0,3.0,64.37
Chennai,422.0,2.0,75.57
Jaipur,1426.0,3.0,77.99
Bangalore,1914.0,2.0,100.55
Jaipur,,4.0,
Ahmedabad,1962.0,5.0,82.6
Chennai,,3.0,
Bangalore,1140.0,2.0,89.3
Ahmedabad,1447.0,3.0,76.44
Pune,376.0,3.0,85.6
Lucknow,1288.0,2.0,62.4
Mumbai,1087.0,2.0,100.37
Lucknow,,4.0,
Jaipur,1406.0,4.0,76.52
Bangalore,1165.0,2.0,95.72
Ahmedabad,863.0,1.0,64.89
Kolkata,1582.0,5.0,93.52
Ahmedabad,859.0,2.0,63.44
Lucknow,1254.0,3.0,60.48
Mumbai,967.0,2.0,106.03
Kolkata,1573.0,4.0,96.99
Jaipur,670.0,3.0,67.72
Kolkata,1260.0,2.0,78.28
Chennai,1422.0,2.0,79.58
Pune,1411.0,2.0,91.02
Mumbai,1729.0,4.0,117.54
Lucknow,1630.0,,
Bangalore,1481.0,2.0,97.19
Hyderabad,503.0,2.0,70.34
Kolkata,1530.0,1.0,71.63
Delhi,1783.0,3.0,93.51
Hyderabad,989.0,5.0,89.45
Jaipur,,1.0,
Delhi,1661.0,3.0,94.58
Delhi,1018.0,2.0,85.63
Delhi,1089.0,5.0,106.31
Ahmedabad,915.0,3.0,72.2
Hyderabad,1723.0,4.0,99.55
Jaipur,1026.0,2.0,72.43
Lucknow,1033.0,4.0,63.2
Pune,1206.0,1.0,83.38
Jaipur,849.0,1.0,66.82
Lucknow,1495.0,3.0,72.58
Lucknow,1181.0,1.0,55.66
Delhi,1739.0,4.0,106.74
Mumbai,1640.0,3.0,110.06
Hyderabad,1952.0,2.0,103.38
Lucknow,672.0,2.0,58.55
Hyderabad,789.0,1.0,59.09
Chennai,1301.0,3.0,83.45
Ahmedabad,1346.0,4.0,85.06
Pune,1184.0,3.0,84.47
Chennai,1956.0,3.0,89.77
Lucknow,1139.0,1.0,56.78
Jaipur,1487.0,4.0,80.82
Hyderabad,1434.0,5.0,95.97
Chennai,1057.0,2.0,81.37
Hyderabad,1486.0,2.0,96.11
Ahmedabad,1298.0,1.0,62.47
Jaipur,,4.0,
Chennai,1765.0,1.0,79.72
Hyderabad,291.0,2.0,75.1
Jaipur,684.0,3.0,69.36
Delhi,1241.0,1.0,77.28
Kolkata,1645.0,2.0,78.29
Delhi,1349.0,3.0,96.11
Pune,,2.0,
Lucknow,2415.0,3.0,82.15
Mumbai,1050.0,3.0,108.33
Kolkata,1476.0,2.0,82.74
Lucknow,1365.0,1.0,57.32
Chennai,1643.0,1.0,82.17
Pune,1680.0,2.0,91.32
Ahmedabad,1522.0,1.0,67.76
Pune,1860.0,3.0,87.34
Hyderabad,1835.0,2.0,95.74
Pune,1465.0,3.0,91.69
Chennai,1257.0,2.0,85.43
Ahmedabad,1415.0,3.0,78.67
Ahmedabad,635.0,4.0,86.84
Bangalore,1089.0,4.0,96.93
Pune,913.0,1.0,82.04
Delhi,1656.0,3.0,96.08
Bangalore,1840.0,3.0,97.42
Bangalore,1564.0,3.0,99.41
Chennai,1248.0,1.0,86.08
Kolkata,1004.0,1.0,67.83
Delhi,1650.0,2.0,89.62
Ahmedabad,1718.0,1.0,62.62
Pune,1261.0,3.0,94.32
Bangalore,1323.0,3.0,101.3
Lucknow,1159.0,1.0,55.09
Lucknow,1466.0,2.0,61.29
Bangalore,1144.0,3.0,95.41
Hyderabad,1268.0,4.0,87.38
Pune,831.0,5.0,97.55
Chennai,1404.0,1.0,84.59
Ahmedabad,2000.0,2.0,83.51
Bangalore,1438.0,4.0,113.48
Delhi,1716.0,3.0,105.92
Bangalore,1605.0,3.0,95.8
Jaipur,1251.0,,
Ahmedabad,1294.0,3.0,76.68
Kolkata,1080.0,2.0,70.69
Ahmedabad,1691.0,2.0,71.31
Delhi,1487.0,2.0,91.92
Jaipur,1701.0,1.0,69.62
Kolkata,1342.0,3.0,81.89
Mumbai,584.0,3.0,103.9
Delhi,1011.0,3.0,96.19
Lucknow,1700.0,2.0,71.2
Hyderabad,1221.0,4.0,87.73
Ahmedabad,1725.0,2.0,75.83
Mumbai,1864.0,2.0,108.19
Jaipur,1671.0,3.0,73.05
Mumbai,1656.0,4.0,122.76
Chennai,224.0,3.0,76.11
Pune,1206.0,1.0,72.73
Ahmedabad,1297.0,1.0,65.75
Pune,1657.0,1.0,78.07
Lucknow,1345.0,3.0,59.06
Mumbai,701.0,2.0,98.49
Jaipur,711.0,2.0,54.27
Lucknow,1106.0,1.0,60.71
Pune,2375.0,3.0,106.36
Mumbai,1412.0,3.0,115.32
Lucknow,1504.0,4.0,77.32
Delhi,710.0,,
Bangalore,,2.0,
Hyderabad,1173.0,2.0,77.23
Kolkata,1901.0,3.0,79.91
Delhi,802.0,3.0,96.36
Lucknow,1262.0,3.0,71.23
Jaipur,1095.0,5.0,76.63
Chennai,1554.0,3.0,90.02
Bangalore,1691.0,3.0,101.75
Kolkata,1048.0,4.0,86.61
Delhi,1622.0,2.0,90.66
Chennai,1867.0,2.0,89.68
Chennai,1692.0,4.0,91.75
Chennai,1070.0,2.0,80.79
Bangalore,1130.0,3.0,98.42
Mumbai,,2.0,
Delhi,1678.0,2.0,83.42
Mumbai,1471.0,3.0,113.87
Ahmedabad,796.0,3.0,67.29
Bangalore,1293.0,2.0,91.07
Chennai,1954.0,2.0,94.12
Chennai,1694.0,1.0,84.9
Bangalore,1059.0,1.0,88.0
Ahmedabad,685.0,,
Hyderabad,1100.0,2.0,78.41
Jaipur,1298.0,,
Hyderabad,1135.0,2.0,88.82
Mumbai,907.0,3.0,103.73
Bangalore,1534.0,5.0,122.62
Jaipur,344.0,1.0,52.74
Hyderabad,1748.0,3.0,84.24
Mumbai,1601.0,2.0,99.99
Lucknow,1470.0,1.0,60.72
Pune,1538.0,1.0,83.49
Jaipur,1186.0,2.0,71.36
Kolkata,1289.0,3.0,90.29
Jaipur,1887.0,3.0,77.93
Mumbai,1239.0,3.0,104.5
Chennai,1453.0,4.0,101.34
Mumbai,1510.0,2.0,97.91
Delhi,1342.0,4.0,85.85
Chennai,1214.0,3.0,89.44
Mumbai,601.0,4.0,102.43
Hyderabad,1626.0,2.0,81.31
Pune,1731.0,2.0,90.52
Mumbai,1329.0,2.0,101.36
Hyderabad,1797.0,1.0,85.17
Kolkata,1451.0,1.0,72.5
Delhi,515.0,3.0,77.73
Lucknow,878.0,3.0,58.01
Delhi,1104.0,2.0,85.77
Chennai,1055.0,1.0,88.11
Pune,1329.0,3.0,91.6
Delhi,932.0,1.0,79.99
Jaipur,1981.0,3.0,90.73
Lucknow,438.0,2.0,53.26
Chennai,1267.0,5.0,97.04
Jaipur,1000.0,2.0,62.38
Chennai,778.0,4.0,86.31
Jaipur,1535.0,2.0,72.22
Ahmedabad,895.0,2.0,79.05
Pune,1316.0,2.0,80.52
Hyderabad,919.0,2.0,70.56
Delhi,538.0,4.0,91.51
Kolkata,1210.0,3.0,87.34
Jaipur,1422.0,2.0,63.72
Ahmedabad,1060.0,2.0,67.38
Pune,1826.0,1.0,89.51
Kolkata,1418.0,3.0,82.7
Delhi,1589.0,3.0,102.91
Ahmedabad,1037.0,3.0,66.94
Kolkata,1047.0,3.0,83.48
Lucknow,1164.0,5.0,75.27
Bangalore,1158.0,1.0,86.92
Chennai,1115.0,5.0,95.27
Chennai,856.0,2.0,86.51
Mumbai,1616.0,2.0,108.95
Lucknow,713.0,3.0,65.07
Bangalore,1550.0,2.0,88.91
Mumbai,1631.0,3.0,116.52
Kolkata,1185.0,2.0,79.68
Mumbai,2314.0,4.0,118.55
Jaipur,1303.0,2.0,66.35
Lucknow,1182.0,4.0,61.73
Ahmedabad,1201.0,3.0,79.43
Ahmedabad,1734.0,2.0,73.61
Bangalore,1193.0,2.0,97.93
Delhi,1554.0,1.0,88.76
Ahmedabad,759.0,3.0,70.74
Lucknow,1358.0,5.0,85.73
Pune,1694.0,1.0,84.71
Chennai,1283.0,2.0,78.91
Pune,997.0,3.0,91.18
Mumbai,1185.0,,
Hyderabad,730.0,2.0,75.95
Jaipur,,3.0,
Hyderabad,1788.0,2.0,87.93
Lucknow,1249.0,2.0,59.92
Hyderabad,1905.0,4.0,90.58
Pune,1596.0,2.0,90.24
Delhi,1307.0,3.0,95.76
Lucknow,1838.0,2.0,63.44
Chennai,1585.0,2.0,91.13
Bangalore,1775.0,3.0,91.14
Lucknow,1856.0,2.0,57.69
Kolkata,1204.0,,
Chennai,1575.0,3.0,93.14
Lucknow,527.0,,
Kolkata,835.0,3.0,67.66
Chennai,1501.0,2.0,86.68
Mumbai,1445.0,2.0,107.37
Ahmedabad,920.0,2.0,71.4
Jaipur,1148.0,3.0,82.79
Ahmedabad,1442.0,3.0,62.23
Pune,1298.0,2.0,87.25
Bangalore,1208.0,2.0,97.51
Ahmedabad,735.0,4.0,70.25
Lucknow,1440.0,2.0,63.72
Mumbai,,3.0,
Hyderabad,2169.0,3.0,95.36
Pune,1861.0,2.0,95.83
Ahmedabad,1353.0,5.0,90.33
Delhi,523.0,3.0,84.03
Bangalore,2269.0,2.0,109.54
Hyderabad,1626.0,2.0,87.0
Jaipur,1079.0,1.0,57.75
Lucknow,1654.0,3.0,64.29
Mumbai,1618.0,1.0,95.21
Chennai,1037.0,2.0,83.58
Ahmedabad,927.0,2.0,58.71
Delhi,1596.0,1.0,77.72
Bangalore,1730.0,4.0,109.17
Jaipur,1428.0,4.0,86.76
Ahmedabad,1402.0,3.0,73.18
Jaipur,1841.0,4.0,85.21
Hyderabad,1239.0,3.0,93.33
Hyderabad,144.0,3.0,81.61
Pune,,4.0,
Ahmedabad,1761.0,1.0,71.0
Mumbai,1490.0,1.0,101.15
Bangalore,788.0,1.0,90.51
Chennai,1043.0,2.0,86.31
Chennai,1244.0,4.0,93.15
Lucknow,770.0,4.0,67.91
Lucknow,1069.0,3.0,57.53
Bangalore,1857.0,2.0,100.46
Ahmedabad,902.0,4.0,78.12
Ahmedabad,1181.0,2.0,71.93
Hyderabad,1586.0,3.0,91.58
Delhi,656.0,,
Lucknow,1842.0,1.0,66.46
Delhi,1052.0,4.0,97.37
Ahmedabad,878.0,3.0,71.57
Lucknow,1855.0,3.0,64.71
Chennai,1648.0,1.0,84.17
Jaipur,890.0,3.0,69.53
Lucknow,1147.0,2.0,64.21
Ahmedabad,1413.0,3.0,75.81
Ahmedabad,1169.0,1.0,69.07
Jaipur,1813.0,3.0,71.75
Delhi,1645.0,2.0,98.12
Bangalore,99.0,2.0,81.1
Jaipur,969.0,3.0,70.74
Chennai,1083.0,1.0,70.65
Ahmedabad,1111.0,4.0,84.62
Mumbai,1478.0,3.0,107.9
Chennai,1753.0,1.0,89.94
Delhi,1043.0,1.0,80.96
Jaipur,849.0,2.0,68.07
Ahmedabad,1170.0,2.0,75.42
Ahmedabad,433.0,2.0,60.25
Jaipur,1578.0,3.0,82.44
Bangalore,1249.0,1.0,89.89
Jaipur,1134.0,5.0,80.12
Lucknow,1387.0,,
Kolkata,,3.0,
Bangalore,1159.0,2.0,95.28
Kolkata,1028.0,4.0,79.97
Delhi,542.0,2.0,86.33
Hyderabad,1297.0,2.0,83.64
Chennai,2307.0,2.0,92.45
Pune,1311.0,1.0,84.89
Jaipur,990.0,1.0,56.99
Chennai,1322.0,2.0,81.14
Pune,862.0,4.0,84.58
Delhi,1061.0,4.0,101.2
Delhi,1129.0,3.0,83.48
Hyderabad,1078.0,2.0,79.64
Bangalore,1182.0,2.0,93.48
Chennai,1576.0,2.0,88.08
Chennai,1137.0,3.0,82.73
Jaipur,1181.0,2.0,65.24
Delhi,533.0,2.0,84.73
Pune,770.0,2.0,83.96
Mumbai,1332.0,3.0,115.34
Hyderabad,1756.0,3.0,89.18
Bangalore,1224.0,4.0,99.29
Ahmedabad,1270.0,3.0,85.36
Mumbai,,2.0,
Lucknow,971.0,2.0,63.11
Kolkata,1395.0,2.0,70.18
Hyderabad,1781.0,2.0,87.3
Pune,1380.0,1.0,76.34
Mumbai,1247.0,1.0,97.92
